,航班日期,航班号,起飞时间,降落时间,机号,机型,大机型,PF工号,PF机队名称,执飞单位名称,起飞机场三字码,起飞机场四字码,降落机场三字码,降落机场四字码,降落metar报文,降落跑道,年份,降落时间_小时,机场经度,机场纬度,降落机场名称,起飞机场经度,起飞机场纬度,PF技术等级,风险等级
1400107,2024-07-23,2184,2024-07-23 10:38:00,2024-07-23 13:23:00,B-305Z,A320-NEO,A320,0x2363,120.0队,C,SHE,ZYTX,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-23 14:00；80度的风4米/秒，风向在40度至100度间变化；天空状况良好；气温为30℃，露点温度为25℃；修正海压为1000百帕；天气没有明显变化。",05R,2024,13.0,108.751999,34.447102,Xi'an Xianyang International Airport,123.483002,41.639801,第一副驾驶,低风险
1401537,2024-07-23,6373,2024-07-23 20:20:00,2024-07-23 21:44:00,B-8276,A320,A320,0x2369,179.0队,L,TFU,ZUTF,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-23 23:00；170度的风3米/秒；天空状况良好；气温为33℃，露点温度为25℃；修正海压为998百帕；天气没有明显变化。",18L,2024,21.0,113.220001,28.189199,Changsha Huanghua International Airport,104.441284,30.31252,第一副驾驶,低风险
1401767,2024-07-23,2443,2024-07-23 15:39:00,2024-07-23 17:51:00,B-6346,A320,A320,0x236A,123.0队,C,XNN,ZLXN,PKX,ZBAD,"例行天气报告：北京大兴(ZBAD, PKX)机场；北京时间2024-07-23 18:30；250度的风2米/秒；天空状况良好；气温为35℃，露点温度为28℃；修正海压为996百帕；天气没有明显变化。",17R,2024,17.0,116.41092,39.509945,Beijing Daxing International Airport,102.040062,36.530093,第一副驾驶,低风险
1401768,2024-07-24,9960,2024-07-24 17:34:00,2024-07-24 18:43:00,B-6471,A319,A320,0x236A,123.0队,C,XNN,ZLXN,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 20:00；230度的风3米/秒；能见度高于10公里；少云，云底高4000英尺(1200米)；气温为25℃，露点温度为22℃；修正海压为1003百帕；天气没有明显变化。",23R,2024,18.0,108.751999,34.447102,Xi'an Xianyang International Airport,102.040062,36.530093,第一副驾驶,低风险
1401769,2024-07-24,2273,2024-07-24 21:44:00,2024-07-24 22:46:00,B-6429,A319,A320,0x236A,123.0队,C,XIY,ZLXY,BAV,ZBOW,"例行天气报告：包头(ZBOW, BAV)机场；北京时间2024-07-25 00:00；120度的风2米/秒；天空状况良好；气温为20℃，露点温度为18℃；修正海压为1005百帕；天气没有明显变化。",13,2024,22.0,109.997002,40.560001,Baotou Donghe Airport,108.751999,34.447102,第一副驾驶,低风险
1401770,2024-07-24,2274,2024-07-24 23:39:00,2024-07-25 00:58:00,B-6429,A319,A320,0x236A,123.0队,C,BAV,ZBOW,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-25 02:00；200度的风2米/秒；天空状况良好；气温为24℃，露点温度为22℃；修正海压为1002百帕；天气没有明显变化。",23R,2024,0.0,108.751999,34.447102,Xi'an Xianyang International Airport,109.997002,40.560001,第一副驾驶,低风险
1401971,2024-07-25,5481,2024-07-26 07:18:00,2024-07-26 08:34:00,B-32EN,A320-NEO,A320,0x236B,47.0队,E,NGB,ZSNB,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-26 10:00；170度的风5米/秒；能见度高于10公里；多云，云底高1100英尺(330米)；气温为28℃，露点温度为27℃；修正海压为1004百帕；到26日03时30分UTC结束，天气逐渐转变到少云，云底高1300英尺(390米)。",17,2024,8.0,120.088171,36.361953,Qingdao Jiaodong International Airport,121.46199798584000,29.82670021057130,第一副驾驶,低风险
1402460,2024-07-25,2827,2024-07-25 09:54:00,2024-07-25 11:47:00,B-1292,A320-NEO,A320,0x236D,4.0队,F,NKG,ZSNJ,SHE,ZYTX,"特选天气报告：沈阳(ZYTX, SHE)机场；北京时间2024-07-25 12:18；270度的风3米/秒，风向在210度至310度间变化；能见度5000米；小阵雨；少云，云底高400英尺(120米)、微量的积雨云，云底高2600英尺(780米)、多云，云底高2600英尺(780米)；气温为24℃，露点温度为24℃；修正海压为1002百帕；近时天气为中等强度的阵雨；天气没有明显变化。",24,2024,11.0,123.483002,41.639801,Shenyang Taoxian International Airport,118.865949,31.735032,第一副驾驶,低风险
1402910,2024-07-25,2149,2024-07-26 07:51:00,2024-07-26 09:22:00,B-329M,A320-NEO,A320,0x236F,122.0队,C,XIY,ZLXY,KWE,ZUGY,"例行天气报告：贵阳(ZUGY, KWE)机场；北京时间2024-07-26 10:00；360度的风4米/秒，风向在340度至40度间变化；能见度高于10公里；少云，云底高3300英尺(990米)；气温为29℃，露点温度为22℃；修正海压为1006百帕；天气没有明显变化。",01R,2024,9.0,106.803331,26.541466,Guiyang Longdongbao International Airport,108.751999,34.447102,第一副驾驶,低风险
1403512,2024-07-24,2411,2024-07-25 07:53:00,2024-07-25 09:49:00,B-1609,A320,A320,0x2371,2.0队,D,LHW,ZLLL,PKX,ZBAD,"例行天气报告：北京大兴(ZBAD, PKX)机场；北京时间2024-07-25 10:30；140度的风2米/秒；能见度4000米；小阵雨、轻雾；少云，云底高800英尺(240米)；气温为26℃，露点温度为24℃；修正海压为1000百帕；天气没有明显变化。",01L,2024,9.0,116.41092,39.509945,Beijing Daxing International Airport,103.620003,36.515202,第二副驾驶,低风险
1404655,2024-07-23,6251,2024-07-23 22:53:00,2024-07-23 23:23:00,B-6829,A320,A320,0x2376,125.0队,E,PVG,ZSPD,NGB,ZSNB,,13,2024,23.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,121.805,31.1434,第一副驾驶,高风险
1404909,2024-07-25,5645,2024-07-25 17:59:00,2024-07-25 20:25:00,B-6006,A320,A320,0x2377,17.0队,E,HGH,ZSHC,KMG,ZPPP,"例行天气报告：昆明(ZPPP, KMG)机场；北京时间2024-07-25 21:00；130度的风4米/秒，风向在90度至170度间变化；天空状况良好；气温为24℃，露点温度为16℃；修正海压为1012百帕；天气没有明显变化。",4,2024,20.0,102.936743,25.110313,Kunming Changshui International Airport,120.428865,30.23609,第一副驾驶,低风险
1405950,2024-07-23,2395,2024-07-23 14:00:00,2024-07-23 16:07:00,B-2415,A320,A320,0x237D,125.0队,E,NGB,ZSNB,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-23 17:00；100度的风4米/秒；天空状况良好；气温为38℃，露点温度为22℃；修正海压为995百帕；天气没有明显变化。",21,2024,16.0,106.651895,29.712254,Chongqing Jiangbei International Airport,121.46199798584000,29.82670021057130,第一副驾驶,低风险
1406282,2024-07-24,2348,2024-07-25 01:09:00,2024-07-25 02:33:00,B-8558,A320,A320,0x237E,2.0队,D,HET,ZBHH,LHW,ZLLL,"例行天气报告：兰州(ZLLL, LHW)机场；北京时间2024-07-25 04:00；320度的风2米/秒；天空状况良好；气温为16℃，露点温度为12℃；修正海压为1013百帕；天气没有明显变化。",18,2024,2.0,103.620003,36.515202,Lanzhou Zhongchuan International Airport,111.824598,40.849658,第一副驾驶,低风险
1406838,2024-07-23,5243,2024-07-23 17:46:00,2024-07-23 19:31:00,B-8568,A321,A320,0x2382,69.0队,A,NGB,ZSNB,SZX,ZGSZ,"例行天气报告：深圳(ZGSZ, SZX)机场；北京时间2024-07-23 20:30；180度的风6米/秒；天空状况良好；气温为31℃，露点温度为27℃；修正海压为1000百帕；天气没有明显变化。",15,2024,19.0,113.810997,22.639299,Shenzhen Bao'an International Airport,121.46199798584000,29.82670021057130,第一副驾驶,低风险
1406839,2024-07-23,5244,2024-07-23 20:48:00,2024-07-23 22:36:00,B-8568,A321,A320,0x2382,69.0队,A,SZX,ZGSZ,NGB,ZSNB,"机场天气预报：宁波(ZSNB, NGB)机场；北京时间2024-07-23 23:09；预报有效期从23日18时UTC到24日18时UTC；140度的风6米/秒，阵风13米/秒；能见度6000米；少云，云底高2300英尺(690米)；24日06时UTC最高气温33℃，23日21时UTC最低气温28℃。",13,2024,22.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,113.810997,22.639299,第一副驾驶,低风险
1407478,2024-07-23,5887,2024-07-23 17:06:00,2024-07-23 20:03:00,B-30D1,A320-NEO,A320,0x2389,56.0队,F,KMG,ZPPP,TNA,ZSJN,"例行天气报告：济南(ZSJN, TNA)机场；北京时间2024-07-23 21:00；150度的风2米/秒，风向在120度至190度间变化；天空状况良好；气温为32℃，露点温度为27℃；修正海压为998百帕；天气没有明显变化。",19,2024,20.0,117.216003,36.857201,Jinan Yaoqiang International Airport,102.936743,25.110313,第一副驾驶,低风险
1407922,2024-07-23,2730,2024-07-23 08:08:00,2024-07-23 09:04:00,B-1292,A320-NEO,A320,0x238E,4.0队,F,YIN,ZWYN,URC,ZWWW,"例行天气报告：乌鲁木齐(ZWWW, URC)机场；北京时间2024-07-23 10:00；风向不定的风1米/秒；天空状况良好；气温为30℃，露点温度为11℃；修正海压为1009百帕；天气没有明显变化。",25,2024,9.0,87.474197,43.907101,Ürümqi Tianshan International Airport,81.330299,43.955799,第一副驾驶,低风险
1407923,2024-07-23,2730,2024-07-23 10:40:00,2024-07-23 14:55:00,B-1292,A320-NEO,A320,0x238E,4.0队,F,URC,ZWWW,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-23 16:00；160度的风4米/秒，风向在130度至190度间变化；天空状况良好；气温为38℃，露点温度为26℃；修正海压为998百帕；天气没有明显变化。",25,2024,14.0,118.865949,31.735032,Nanjing Lukou International Airport,87.474197,43.907101,第一副驾驶,低风险
1409079,2024-07-24,5189,2024-07-24 13:00:00,2024-07-24 14:27:00,B-8569,A321,A320,0x239,43.0队,I,CSX,ZGHA,KMG,ZPPP,"例行天气报告：昆明(ZPPP, KMG)机场；北京时间2024-07-24 15:00；风向不定的风1米/秒；能见度高于10公里；微量的浓积云，云底高3000英尺(900米)、少云，云底高3000英尺(900米)；气温为27℃，露点温度为17℃；修正海压为1011百帕；天气没有明显变化。",22,2024,14.0,102.936743,25.110313,Kunming Changshui International Airport,113.220001,28.189199,机长,低风险
1409573,2024-07-24,2033,2024-07-24 09:35:00,2024-07-24 10:47:00,B-8858,A320,A320,0x2392,68.0队,A,TAO,ZSQD,ICN,RKSI,"例行天气报告：首尔(RKSI, ICN)机场；北京时间2024-07-24 11:30；210度的风14节(8米/秒)，风向在140度至260度间变化；能见度高于10公里；微量的云，云底高600英尺(180米)、少云，云底高3000英尺(900米)；气温为29℃，露点温度为26℃；修正海压为1004百帕；天气没有明显变化。",34L,2024,10.0,126.450996,37.469101,Incheon International Airport,120.088171,36.361953,第一副驾驶,低风险
1409574,2024-07-24,2034,2024-07-24 12:39:00,2024-07-24 13:56:00,B-8858,A320,A320,0x2392,68.0队,A,ICN,RKSI,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-24 15:00；150度的风8米/秒；天空状况良好；气温为31℃，露点温度为28℃；修正海压为999百帕；天气没有明显变化。",17,2024,13.0,120.088171,36.361953,Qingdao Jiaodong International Airport,126.450996,37.469101,第一副驾驶,低风险
1410292,2024-07-25,6438,2024-07-25 18:39:00,2024-07-25 20:02:00,B-6878,A320,A320,0x239B,68.0队,A,WEH,ZSWH,HRB,ZYHB,"例行天气报告：哈尔滨(ZYHB, HRB)机场；北京时间2024-07-25 21:00；80度的风3米/秒；天空状况良好；气温为26℃，露点温度为21℃；修正海压为1004百帕；天气没有明显变化。",5,2024,20.0,126.25,45.623402,Harbin Taiping International Airport,122.228996,37.187099,第一副驾驶,中风险
1410721,2024-07-25,6325,2024-07-25 15:04:00,2024-07-25 16:13:00,B-1836,A320,A320,0x239D,47.0队,E,HGH,ZSHC,JGS,ZSGS,"例行天气报告：井冈山(ZSGS, JGS)机场；北京时间2024-07-25 17:00；30度的风4米/秒，风向在360度至70度间变化；能见度高于10公里；少云，云底高2600英尺(780米)、微量的积雨云，云底高2600英尺(780米)；气温为36℃，露点温度为25℃；修正海压为988百帕；天气没有明显变化。",8,2024,16.0,114.737,26.856899,Jinggangshan Airport,120.428865,30.23609,第一副驾驶,低风险
1410722,2024-07-25,6325,2024-07-25 17:20:00,2024-07-25 18:44:00,B-1836,A320,A320,0x239D,47.0队,E,JGS,ZSGS,KWE,ZUGY,"例行天气报告：贵阳(ZUGY, KWE)机场；北京时间2024-07-25 20:00；40度的风3米/秒；能见度高于10公里；微量的云，云底高4000英尺(1200米)；气温为30℃，露点温度为18℃；修正海压为1003百帕；天气没有明显变化。",01R,2024,18.0,106.803331,26.541466,Guiyang Longdongbao International Airport,114.737,26.856899,第一副驾驶,低风险
1412963,2024-07-23,525R,2024-07-23 11:47:00,2024-07-23 14:41:00,B-308X,A320-NEO,A320,0x23A4,69.0队,A,CAN,ZGGG,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-23 16:00；160度的风8米/秒；天空状况良好；气温为26℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",16,2024,14.0,120.088171,36.361953,Qingdao Jiaodong International Airport,113.299004,23.392401,第一副驾驶,低风险
1412964,2024-07-23,6407,2024-07-23 19:41:00,2024-07-23 21:29:00,B-8648,A321,A320,0x23A4,69.0队,A,TAO,ZSQD,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-23 22:00；140度的风3米/秒；天空状况良好；气温为34℃，露点温度为25℃；修正海压为998百帕；天气没有明显变化。",18L,2024,21.0,113.220001,28.189199,Changsha Huanghua International Airport,120.088171,36.361953,第一副驾驶,低风险
1414984,2024-07-23,200,2024-07-23 11:31:00,2024-07-23 11:51:00,B-8396,A321,A320,0x23B,67.0队,P,PVG,ZSPD,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-23 12:30；180度的风6米/秒，风向在130度至210度间变化；天空状况良好；气温为36℃，露点温度为24℃；修正海压为1002百帕；天气没有明显变化。",18L,2024,11.0,121.33426,31.198104,Shanghai Hongqiao International Airport,121.805,31.1434,教员,低风险
1414985,2024-07-23,5120,2024-07-23 17:46:00,2024-07-23 19:20:00,B-8396,A321,A320,0x23B,67.0队,P,PEK,ZBAA,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-23 20:00；160度的风8米/秒；天空状况良好；气温为31℃，露点温度为26℃；修正海压为1002百帕；天气没有明显变化。",18L,2024,19.0,121.33426,31.198104,Shanghai Hongqiao International Airport,116.58499908447300,40.0801010131836,教员,低风险
1414986,2024-07-24,5120,2024-07-24 17:12:00,2024-07-24 18:59:00,B-8649,A321,A320,0x23B,67.0队,P,PEK,ZBAA,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-24 19:30；130度的风8米/秒；能见度高于10公里；少云，云底高3300英尺(990米)；气温为31℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",18L,2024,18.0,121.33426,31.198104,Shanghai Hongqiao International Airport,116.58499908447300,40.0801010131836,教员,低风险
1414987,2024-07-25,5110,2024-07-25 12:08:00,2024-07-25 14:19:00,B-6923,A321,A320,0x23B,67.0队,P,PEK,ZBAA,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-25 15:00；130度的风9米/秒，风向在100度至160度间变化；能见度高于10公里；多云，云底高3300英尺(990米)；气温为34℃，露点温度为25℃；修正海压为998百帕；天气没有明显变化。",18L,2024,14.0,121.33426,31.198104,Shanghai Hongqiao International Airport,116.58499908447300,40.0801010131836,教员,低风险
1415266,2024-07-24,574,2024-07-24 20:34:00,2024-07-25 00:03:00,B-6585,A320,A320,0x23B1,180.0队,L,HKT,VTSP,TFU,ZUTF,"例行天气报告：天府(ZUTF, TFU)机场；北京时间2024-07-25 01:00；10度的风2米/秒；天空状况良好；气温为28℃，露点温度为21℃；修正海压为1000百帕；天气没有明显变化。",2,2024,0.0,104.441284,30.31252,Chengdu Tianfu International Airport,98.316902,8.1132,第一副驾驶,低风险
1415742,2024-07-24,5263,2024-07-24 17:50:00,2024-07-24 20:19:00,B-329L,A320-NEO,A320,0x23B7,68.0队,A,TAO,ZSQD,CAN,ZGGG,"例行天气报告：广州(ZGGG, CAN)机场；北京时间2024-07-24 21:00；230度的风4米/秒；天空状况良好；气温为34℃，露点温度为26℃；修正海压为994百帕；天气没有明显变化。",20L,2024,20.0,113.299004,23.392401,Guangzhou Baiyun International Airport,120.088171,36.361953,第一副驾驶,低风险
1415743,2024-07-24,5264,2024-07-24 22:29:00,2024-07-25 01:13:00,B-329L,A320-NEO,A320,0x23B7,68.0队,A,CAN,ZGGG,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-25 02:00；150度的风5米/秒；能见度高于10公里；多云，云底高600英尺(180米)；气温为26℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",16,2024,1.0,120.088171,36.361953,Qingdao Jiaodong International Airport,113.299004,23.392401,第一副驾驶,低风险
1416652,2024-07-25,9871,2024-07-25 13:54:00,2024-07-25 18:07:00,B-6466,A319,A320,0x23BF,124.0队,C,XIY,ZLXY,QSZ,ZWSC,"例行天气报告：莎车(ZWSC, QSZ)机场；北京时间2024-07-25 19:00；90度的风3米/秒，风向在50度至140度间变化；能见度高于10公里；微量的云，云底高4000英尺(1200米)；气温为32℃，露点温度为12℃；修正海压为1005百帕；天气没有明显变化。",15,2024,18.0,77.056149,38.24542,Shache Airport,108.751999,34.447102,第一副驾驶,中风险
1417513,2024-07-23,2743,2024-07-23 16:06:00,2024-07-23 18:17:00,B-303A,A320-NEO,A320,0x23C,74.0队,F,NKG,ZSNJ,INC,ZLIC,"例行天气报告：银川(ZLIC, INC)机场；北京时间2024-07-23 19:00；210度的风7米/秒，风向在160度至240度间变化；能见度高于10公里；多云，云底高5000英尺(1500米)；气温为32℃，露点温度为18℃；修正海压为1003百帕；到23日12时30分UTC结束，天气逐渐转变到350度的风6米/秒。",3,2024,18.0,106.393214,38.322758,Yinchuan Hedong International Airport,118.865949,31.735032,机长,低风险
1417514,2024-07-24,2899,2024-07-24 21:24:00,2024-07-24 23:04:00,B-6369,A321,A320,0x23C,74.0队,F,NKG,ZSNJ,KWL,ZGKL,"例行天气报告：桂林(ZGKL, KWL)机场；北京时间2024-07-25 00:00；风向不定的风1米/秒；天空状况良好；气温为28℃，露点温度为26℃；修正海压为997百帕；天气没有明显变化。",19,2024,23.0,110.039553,25.219828,Guilin Liangjiang International Airport,118.865949,31.735032,机长,低风险
1417515,2024-07-24,2900,2024-07-25 00:11:00,2024-07-25 01:57:00,B-6369,A321,A320,0x23C,74.0队,F,KWL,ZGKL,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 03:00；90度的风5米/秒；天空状况良好；气温为29℃，露点温度为28℃；修正海压为997百帕；天气没有明显变化。",7,2024,1.0,118.865949,31.735032,Nanjing Lukou International Airport,110.039553,25.219828,机长,低风险
1417906,2024-07-24,2271,2024-07-24 14:20:00,2024-07-24 17:11:00,B-308A,A320-NEO,A320,0x23C0,122.0队,C,XIY,ZLXY,CGQ,ZYCC,"例行天气报告：长春(ZYCC, CGQ)机场；北京时间2024-07-24 18:00；40度的风2米/秒；能见度高于10公里；微量的云，云底高3000英尺(900米)；气温为27℃，露点温度为22℃；修正海压为1002百帕；天气没有明显变化。",6,2024,17.0,125.684998,43.996201,Changchun Longjia International Airport,108.751999,34.447102,第一副驾驶,低风险
1418202,2024-07-23,2789,2024-07-24 07:46:00,2024-07-24 09:19:00,B-1635,A320,A320,0x23C1,51.0队,F,WUX,ZSWX,XMN,ZSAM,"例行天气报告：厦门(ZSAM, XMN)机场；北京时间2024-07-24 10:00；350度的风3米/秒，风向在300度至20度间变化；天空状况良好；气温为35℃，露点温度为24℃；修正海压为995百帕；天气没有明显变化。",5,2024,9.0,118.12799835205100,24.54400062561040,Xiamen Gaoqi International Airport,120.429000854,31.4944000244,第一副驾驶,低风险
1418203,2024-07-24,2790,2024-07-24 11:10:00,2024-07-24 12:50:00,B-1635,A320,A320,0x23C1,51.0队,F,XMN,ZSAM,WUX,ZSWX,"例行天气报告：无锡(ZSWX, WUX)机场；北京时间2024-07-24 14:00；130度的风6米/秒，风向在90度至190度间变化；能见度高于10公里；微量的云，云底高4000英尺(1200米)；气温为36℃，露点温度为24℃；修正海压为999百帕；天气没有明显变化。",21,2024,12.0,120.429000854,31.4944000244,Sunan Shuofang International Airport,118.12799835205100,24.54400062561040,第一副驾驶,低风险
1418782,2024-07-23,5053,2024-07-23 08:29:00,2024-07-23 09:57:00,B-6587,A320,A320,0x23C6,46.0队,I,PVG,ZSPD,TAE,RKTN,"例行天气报告：大邱(RKTN, TAE)机场；北京时间2024-07-23 11:00；240度的风6节(4米/秒)；能见度高于10公里；少云，云底高3000英尺(900米)、多云，云底高19000英尺(5700米)；气温为32℃，露点温度为23℃；修正海压为1006百帕。",31L,2024,9.0,128.65531,35.896872,Daegu Airport,121.805,31.1434,第一副驾驶,低风险
1419474,2024-07-24,5269,2024-07-24 13:38:00,2024-07-24 15:11:00,B-6928,A320,A320,0x23C9,39.0队,P,KHN,ZSCN,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 16:00；250度的风6米/秒；能见度高于10公里；满天云，云底高5000英尺(1500米)；气温为27℃，露点温度为22℃；修正海压为1003百帕；天气没有明显变化。",23R,2024,15.0,108.751999,34.447102,Xi'an Xianyang International Airport,115.90271,28.864815,第一副驾驶,低风险
1420633,2024-07-23,2086,2024-07-23 13:45:00,2024-07-23 15:40:00,B-6925,A321,A320,0x23D0,42.0队,I,OKA,ROAH,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-23 16:30；140度的风7米/秒；天空状况良好；气温为33℃，露点温度为27℃；修正海压为1001百帕；天气没有明显变化。",16L,2024,15.0,121.805,31.1434,Shanghai Pudong International Airport,127.646004,26.195801,第一副驾驶,低风险
1420634,2024-07-24,2994,2024-07-24 18:19:00,2024-07-24 19:42:00,B-6872,A320,A320,0x23D0,42.0队,I,SHA,ZSSS,KOW,ZSGZ,"例行天气报告：赣州(ZSGZ, KOW)机场；北京时间2024-07-24 21:00；300度的风1米/秒；天空状况良好；气温为32℃，露点温度为26℃；修正海压为994百帕；天气没有明显变化。",7,2024,19.0,114.778889,25.853333,Ganzhou Huangjin Airport,121.33426,31.198104,第一副驾驶,低风险
1421329,2024-07-23,5183,2024-07-24 07:54:00,2024-07-24 09:33:00,B-8172,A321,A320,0x23D5,20.0队,J,PKX,ZBAD,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-24 10:30；140度的风8米/秒，风向在110度至170度间变化；能见度高于10公里；少云，云底高2000英尺(600米)；气温为33℃，露点温度为26℃；修正海压为1002百帕；天气没有明显变化。",17R,2024,9.0,121.805,31.1434,Shanghai Pudong International Airport,116.41092,39.509945,第一副驾驶,低风险
1423111,2024-07-23,2134,2024-07-23 10:34:00,2024-07-23 11:04:00,B-6375,A320,A320,0x23DD,123.0队,C,XIY,ZLXY,ENY,ZLYA,"例行天气报告：延安(ZLYA, ENY)机场；北京时间2024-07-23 12:00；风向不定的风1米/秒；天空状况良好；气温为27℃，露点温度为19℃；修正海压为1007百帕；天气没有明显变化。",35,2024,11.0,109.464083,36.479413,Yan'an Nanniwan Airport,108.751999,34.447102,第一副驾驶,低风险
1423112,2024-07-23,2159,2024-07-23 12:03:00,2024-07-23 12:42:00,B-6375,A320,A320,0x23DD,123.0队,C,ENY,ZLYA,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-23 14:00；80度的风4米/秒，风向在40度至100度间变化；天空状况良好；气温为30℃，露点温度为25℃；修正海压为1000百帕；天气没有明显变化。",05R,2024,12.0,108.751999,34.447102,Xi'an Xianyang International Airport,109.464083,36.479413,第一副驾驶,低风险
1424488,2024-07-23,7707,2024-07-23 21:58:00,2024-07-23 23:11:00,B-6462,A319,A320,0x23E,74.0队,F,NKG,ZSNJ,WEH,ZSWH,"例行天气报告：威海(ZSWH, WEH)机场；北京时间2024-07-24 00:00；210度的风4米/秒；能见度7000米；少云，云底高300英尺(90米)；气温为23℃，露点温度为23℃；修正海压为1002百帕；天气没有明显变化。",21,2024,23.0,122.228996,37.187099,Weihai Dashuibo Airport,118.865949,31.735032,机长,低风险
1425000,2024-07-25,2301,2024-07-26 09:40:00,2024-07-26 12:02:00,B-329P,A320-NEO,A320,0x23E3,120.0队,C,XIY,ZLXY,CAN,ZGGG,"例行天气报告：广州(ZGGG, CAN)机场；北京时间2024-07-26 13:00；240度的风4米/秒，风向在190度至290度间变化；天空状况良好；气温为35℃，露点温度为27℃；修正海压为993百帕；天气没有明显变化。",20L,2024,12.0,113.299004,23.392401,Guangzhou Baiyun International Airport,108.751999,34.447102,第一副驾驶,低风险
1425308,2024-07-23,2350,2024-07-23 22:36:00,2024-07-23 23:45:00,B-9942,A320,A320,0x23EB,120.0队,C,XNN,ZLXN,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 01:00；270度的风1米/秒；能见度4500米；轻雾；无重要云层；气温为27℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",05L,2024,23.0,108.751999,34.447102,Xi'an Xianyang International Airport,102.040062,36.530093,第一副驾驶,低风险
1426784,2024-07-24,725,2024-07-24 21:08:00,2024-07-24 23:05:00,B-320N,A320-NEO,A320,0x23F3,46.0队,I,PVG,ZSPD,HKG,VHHH,"例行天气报告：香港(VHHH, HKG)机场；北京时间2024-07-25 00:00；220度的风12节(7米/秒)；能见度高于10公里；微量的云，云底高1500英尺(450米)；气温为31℃，露点温度为27℃；修正海压为995百帕；天气没有明显变化。",25R,2024,23.0,113.915001,22.308901,Hong Kong International Airport,121.805,31.1434,第一副驾驶,低风险
1426785,2024-07-25,508,2024-07-25 15:23:00,2024-07-25 17:33:00,B-6587,A320,A320,0x23F3,46.0队,I,HKG,VHHH,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-25 18:30；120度的风7米/秒；能见度高于10公里；多云，云底高1300英尺(390米)；气温为30℃，露点温度为26℃；修正海压为999百帕；天气没有明显变化。",16L,2024,17.0,121.805,31.1434,Shanghai Pudong International Airport,113.915001,22.308901,第一副驾驶,低风险
1426786,2024-07-25,725,2024-07-25 21:11:00,2024-07-25 23:17:00,B-304C,A320-NEO,A320,0x23F3,46.0队,I,PVG,ZSPD,HKG,VHHH,"例行天气报告：香港(VHHH, HKG)机场；北京时间2024-07-26 00:00；220度的风21节(11米/秒)；能见度高于10公里；微量的云，云底高1300英尺(390米)；气温为31℃，露点温度为26℃；修正海压为992百帕；能见度2500米，中等强度的雷暴雨、中等强度的阵雨，微量的积雨云，云底高800英尺(240米)、少云，云底高2000英尺(600米)。",25R,2024,23.0,113.915001,22.308901,Hong Kong International Airport,121.805,31.1434,第一副驾驶,低风险
1427600,2024-07-23,6353,2024-07-23 09:59:00,2024-07-23 12:25:00,B-8561,A321,A320,0x23FD,42.0队,I,SHA,ZSSS,CGQ,ZYCC,"例行天气报告：长春(ZYCC, CGQ)机场；北京时间2024-07-23 13:00；140度的风3米/秒，风向在110度至220度间变化；能见度高于10公里；微量的积雨云，云底高2600英尺(780米)、多云，云底高2600英尺(780米)；气温为27℃，露点温度为21℃；修正海压为1000百帕；到23日05时20分UTC结束，天气逐渐转变到中等强度的雷暴雨。",24,2024,12.0,125.684998,43.996201,Changchun Longjia International Airport,121.33426,31.198104,第一副驾驶,高风险
